0.8105 -0.35 0.4769 0.4541 -0.9829 0.5252 0.3838 -0.3408 -0.4824 -1
-0.6273 -0.2097 0.9404 0.1143 0.3487 -0.5206 0.0061 0.5024 -0.6687 1
0.1624 -0.1173 0.426 -0.3607 -0.6632 0.4431 -0.8355 0.7206 -0.8977 1
-1 0.7758 -0.267 -0.888 -0.1099 -0.9183 -0.4086 0.8962 0.5841 1
0.8464 0.1762 0.2729 0.2724 0.8155 0.6096 -0.2844 0.98 0.3302 -1
-0.0135 0.6193 0.7705 0.7195 0.7313 -0.3395 0.8012 -0.6773 -0.4433 1
0.0934 -0.8379 -0.2083 -0.6337 0.4346 -0.3928 0.9759 -0.8499 -0.4128 1
0.8923 -0.0018 -0.6837 0.6628 -0.2823 -0.9524 -0.6767 -0.4811 -0.6296 1
-0.9028 0.701 -0.9063 -0.1111 -0.9328 0.5282 0.496 -0.9569 0.6784 -1
-0.9706 0.1392 0.6562 -0.6543 -0.198 -0.6261 -0.6067 0.1254 -0.1071 1
-0.6891 -0.4157 0.1057 -0.5954 0.4732 0.1729 0.9328 -0.0308 0.216 1
-0.0845 -0.5858 -0.0486 -0.4282 -0.2401 0.7534 -0.0543 0.1531 -0.1212 -1
-0.9596 -0.3929 0.9556 0.1461 0.0117 0.4288 -0.681 -0.0555 -0.602 1
0.9124 0.7287 -0.7506 -0.1363 -0.6995 0.0093 -0.3828 0.2462 -0.8376 1
0.7514 0.7608 -0.0175 0.7071 -0.0931 0.9942 0.1359 0.2259 -0.0613 -1
-0.1805 -0.2265 -0.9636 0.0689 0.6373 -0.6631 -0.9218 -0.7456 0.5831 -1
-0.3048 0.8819 -0.8509 0.6777 0.5889 0.056 0.6719 -0.2752 -0.7181 -1
-0.5873 -0.9376 -0.3226 -0.5509 0.1313 -0.6853 -0.214 0.2095 -0.4309 -1
0.425 -0.535 -0.6683 0.5741 -0.8574 0.9207 -0.3699 0.8145 -0.3545 -1
0.8587 -0.0571 -0.7906 -0.4638 0.392 0.3407 -0.1491 -0.822 -0.4498 1
-0.8107 0.0089 -0.765 -0.479 -0.4171 -0.6223 -0.5583 0.213 -0.8078 1
-0.8616 0.9386 -0.9095 -0.6522 -0.5252 0.4825 0.6886 0.3256 0.6605 -1
-1 -0.3258 -0.1998 -0.7559 0.1952 0.3832 -0.3782 0.6369 -0.4038 1
-0.4212 -0.1462 -0.2603 -0.3308 0.2016 0.2144 -0.8483 -0.1099 -0.46 1
0.8112 0.377 -0.5551 -0.3885 0.6211 0.6401 0.9946 -0.7571 0.277 -1
-0.8868 0.0669 0.5703 -0.1472 0.7361 -0.2282 -0.9328 0.8879 0.662 1
0.6635 0.5312 0.5358 -0.8916 -0.8574 0.1569 0.7485 -0.8628 0.3998 1
0.7432 -0.8466 -0.9884 0.3135 0.0062 0.7477 -0.9147 0.0734 0.6355 -1
-0.3031 0.2371 -0.4132 -0.7674 0.3454 -0.2706 0.3895 0.0939 -0.1334 1
-1 -0.1108 0.7883 -0.7978 -0.7973 -0.2055 0.9498 -0.712 0.8679 1
1 0.2703 -0.6408 -0.4365 0.5029 0.7046 0.2929 -0.1076 -0.2015 -1
0.3891 0.1182 -0.0468 0.1774 0.3203 0.1559 0.9719 0.2702 0.4439 -1
-0.4895 0.7533 0.3229 -0.1304 -0.6832 -0.1742 -0.4258 0.6097 0.7182 1
-0.6454 -0.0875 0.4457 0.3077 -0.91 -0.234 -0.5364 -0.9381 -1 -1
0.4393 0.8004 -0.5783 -0.2378 -0.3299 -0.2615 0.588 0.2443 -0.6518 1
0.0337 0.2622 -0.4467 -0.5206 -0.4301 -0.3567 0.2454 0.0335 -0.2949 1
-0.1583 0.767 0.6972 0.2634 -0.4708 -0.6327 -0.998 -0.8828 0.6116 1
-0.8917 0.1634 -0.6017 -0.3384 0.6428 -0.0318 0.3049 -0.1118 -1 1
-0.4864 0.1848 0.0375 -0.7892 -0.5517 0.5667 -0.4218 -0.5498 0.6839 -1
0.5545 0.3762 -0.5996 0.9528 -0.9622 -0.9568 -0.0789 0.3427 -0.0686 -1
0.1361 -0.5169 -0.3709 -0.8264 -0.306 0.0774 0.7403 0.2721 0.5276 -1
0.7686 0.4347 -0.0279 -0.831 0.3875 0.0099 -0.7878 -0.6914 -0.6474 1
0.689 -0.767 -0.8421 -0.6819 -0.5934 -0.1481 0.3954 -0.8532 -0.876 1
-0.153 0.8711 -0.0993 0.8191 -0.9599 -0.7117 -0.171 -0.7477 -0.4031 1
-0.4384 0.3295 0.1583 -0.2805 0.6476 0.5649 0.5713 0.043 0.7117 -1
-0.2528 -0.9359 0.2564 0.6479 0.8832 0.2966 0.9362 -0.2878 0.5489 1
0.2867 0.3421 0.9149 -0.555 -0.9384 0.5625 -0.9901 0.6329 -0.3945 1
-0.6103 0.3564 0.8529 0.6461 0.0044 0.7361 -0.0573 -0.0595 -0.5517 -1
-1 0.1217 -0.5353 0.9365 0.5667 -0.4737 0.4989 0.5765 -0.8408 -1
-0.5352 -0.3079 0.453 -0.6823 -0.6618 -0.5426 -0.9462 0.2809 0.3979 1
0.9667 0.2303 0.8283 -0.5686 0.1668 0.3949 -0.0423 -0.3343 -0.0286 1
-0.2993 0.911 0.2642 -0.8462 -0.7713 0.6024 -0.3888 -0.7175 -0.1167 1
0.5873 0.5954 0.0947 0.4155 -0.9732 -0.7385 -0.1896 -0.0155 -0.0728 1
-0.3765 0.4062 0.0545 0.8877 0.56 0.2833 0.4901 -0.8289 0.5658 -1
-0.1065 -0.3518 0.5746 0.9882 -0.9363 0.6014 -0.7503 -0.1259 -0.4141 -1
-0.9823 0.3309 -0.2012 0.0723 0.2186 -0.6412 -0.6445 -0.2913 -0.4701 1
-0.749 0.0047 -0.5807 0.8256 -0.007 -0.517 0.4271 0.2427 0.3572 -1
-0.9071 0.3115 -0.9485 -0.1083 -0.6162 0.2701 0.2505 -0.2607 0.9788 1
-0.7382 0.1835 -0.8231 -0.3189 0.0091 0.1698 0.1642 -0.5638 -0.5875 1
0.2551 0.2422 0.4373 0.3066 -0.8661 0.821 -0.4233 0.3844 -0.4397 -1
-0.2114 0.9172 0.3369 -0.0345 -0.4017 -0.654 -0.8647 0.7625 -0.2178 1
0.5056 -0.9265 0.6228 -0.0571 0.3801 0.7567 -0.2361 0.9569 0.1411 -1
-0.3013 -0.0825 0.8785 -0.9643 0.883 -0.5231 -0.6183 -0.9817 -0.7606 1
-0.2241 0.4515 0.4151 -0.6012 -0.6056 -0.2047 -0.8445 0.1584 -0.2479 1
0.5637 0.7266 -0.689 0.4422 0.7623 -0.8061 0.9191 -0.856 -0.7878 -1
-0.9766 -0.5208 -0.8244 0.4386 -0.1221 -0.4299 -0.7662 0.0334 0.7284 -1
0.644 0.496 -0.0344 0.955 -0.0618 -0.2722 -0.8511 -0.1426 -0.1281 -1
0.8634 0.7211 -0.6378 -0.9609 0.1597 0.2401 -0.3909 0.3935 -0.7265 1
0.7875 -0.7259 -0.9684 -0.2469 -0.771 -0.0301 0.4809 -0.6221 0.8272 -1
-0.5843 0.7417 -0.738 -0.2221 0.7808 0.4217 -0.982 -0.6101 -0.1848 1
0.4305 0.0635 -0.9011 0.4622 0.8166 -0.6721 -0.5679 0.2975 -0.2941 -1
0.6433 -0.4014 0.0649 0.9053 0.3765 -0.1543 0.3269 0.3946 0.2356 -1
0.1617 -0.9885 -0.6974 0.2606 0.4737 -0.8808 0.5885 0.9057 0.4168 -1
0.0624 -0.0892 0.8487 -0.8727 -0.184 0.2252 -0.0271 -0.857 -0.3802 1
0.4106 -0.2164 -0.1017 0.7132 -0.9558 -0.628 0.8325 0.6327 -0.7223 1
0.5663 -0.2714 -0.379 0.415 -0.1441 0.437 -0.3598 0.8288 0.58 -1
-0.5474 0.6195 -0.7293 0.3509 0.3328 -0.6851 0.7229 0.1652 0.9476 -1
-0.8465 -0.7029 -0.7304 -0.2255 0.712 0.1255 -0.7885 -0.6478 -0.0456 1
